:title_ja,:prefecture_ja,:address_ja,:description_ja,:workday_ja,:tel,:url,:genres_ja,:title_en,:prefecture_en,:address_en,:description_en,:workday_en,:genres_en,:photo_id
かんざんじロープウェイ,静岡県,浜松市西区舘山寺町１８９１,浜名湖が一望できる、日本で唯一の湖上を渡るロープウェイ。大草山山頂からのパノラマビジョンが素晴らしい。所要時間は約4分。浜名湖を上空から楽しめる。,通年,053-487-2121（浜名湖パルパル（代））,http://ropeway.entetsu.co.jp/,ロープウェイ・ケーブルカー,Kanzanji Ropeway,Shizuoka Prefecture,"Hamamatsu-cho, Nishi-ku, Kanzanji 1891","Lake Hamana can overlook, ropeway across the only lake in Japan. Okusayama great panoramic vision from the mountaintop. The journey takes about 4 minutes. I enjoy from the sky the Lake Hamana.",all year ,Ropeway cable car,
ＳＵＮＳＨＩＮＥ　ＳＡＫＡＥ,愛知県,名古屋市中区錦３丁目２４－４,直径40m、高さ52mの観覧車が目を引く総合エンターテインメントビル。話題の飲食店やファッション店が集結した人気スポットだ。,通年,052-310-2211,http://www.sunshine-sakae.jp/,複合施設,SUNSHINE SAKAE,Aichi Prefecture,"Naka-ku, Nagoya Nishiki 3-chome 24-4","comprehensive entertainment buildings diameter 40m, Ferris wheel of height 52m eye-catching. It is a popular spot for restaurants and fashion stores of topic however was amassing.",all year ,Complex,
こおろぎ橋,石川県,加賀市山中温泉こおろぎ町ロ１３１－１,鶴仙渓の上流部にかかる総檜造りの橋。温泉情緒満点のシルエットは、山中温泉のシンボル。橋から眺める渓谷の風景も美しい。,通年,0761-78-1111,,橋,Cricket Bridge,Ishikawa Prefecture,Kaga Yamanaka Onsen crickets Machiro 131-1,"Total cypress building of bridge over the upstream portion of the TsuruSen River. Onsen emotional perfect score of silhouette, of Yamanaka Onsen symbol. Of valley to look at from the bridge scenery beautiful.",all year ,Bridge,
あやとりはし,石川県,加賀市山中温泉河鹿町,いけばな草月流家元の勅使河原宏氏がデザインした、斬新なS字型の橋。夜はライトアップされ、美しい景色が堪能できる。,通年,0761-78-0330,http://www.tabimati.net/search/site/86,橋,Ayatorihashi,Ishikawa Prefecture,Kaga Yamanaka Onsen sculpin cho,"Hiroshi Teshigahara's Ikebana Sogetsu Iemoto was designed, innovative S-shaped bridge. Night is lit up, beautiful scenery can enjoy.",all year ,Bridge,
荒島岳,福井県,大野市西勝原,大野盆地の南東、奥越高原県立自然公園の中央に位置する山で、別称“大野富士”。秋は紅葉が美しい。,通年,0779-66-1111,http://www.city.ono.fukui.jp/,山,Arashimadake,Fukui Prefecture,Ono City Nishikadohara,"Southeast of Onobonchi, in the mountains, located in the center of Okuetsu Kōgen Prefectural Natural Park, also known as ""Fuji Ohno"". Autumn is beautiful fall foliage.",all year ,Mountain,
駿府城公園,静岡県,静岡市葵区駿府城公園１－１,三重の堀と美しい石垣に囲まれた公園。徳川家康が築城し、余生を送った駿府城の跡で、約1万本あるツツジが咲き揃う5月はひときわ鮮やか。園内には家康手植えのミカンも残る。,通年,054-221-1121,,花の名所,Sumpu Castle Park,Shizuoka Prefecture,Shizuoka Aoi-ku Sumpu Castle Park 1-1,"Park is surrounded by beautiful stone wall and moat of triple. Tokugawa Ieyasu is castle, after a Sumpu Castle that sent the rest of his life, is strikingly vivid May which is about 10,000 some azalea Sakisorou. Also remain tangerine Ieyasu planted in the park.",all year ,Flower of attractions,
鶴舞公園の桜,愛知県,名古屋市昭和区鶴舞１,ソメイヨシノ1200本が植えられ、他にも色とりどりの花々が園内を彩る。「鶴舞公園花まつり」は4月～6月に開催され、開花状況に合わせて夜間はライトアップをする。,3月下旬～4月上旬,052-751-5128,,桜の名所,Cherry Tsuruma Park,Aichi Prefecture,"Showa-ku Nagoya-shi, Tsurumai 1","Yoshino cherry tree 1200 is planted, colorful flowers decorate the garden also other. ""Tsuruma Park Hana Festival"" will be held in April-June, at night to match the flowering situation will be a write-up.",March Late April to early,Cherry blossoms,
雄山神社前立社壇本殿,富山県,中新川郡立山町岩峅寺1,"立山市街地を流れる常願寺川に架かる立山橋のたもとにあります。
雄山神社は「峰本社」、「中宮祈願殿」、「前立社壇」とありますが、ここは一番広く、まさに一宮らしい神社です。",,-,,神社（稲荷・権現）,"Oyama Shrine prostate, Inc. Dan main shrine",Toyama Prefecture,"Nakaniikawa District, Toyama Tateyama-machi Iwakuraji 1","Located on the foot of Tateyama Bridge spanning the Jōganji River flowing through the city Tateyama.
Oyama Shrine ""Mine headquarters"", ""Nakamiya prayer palace"", although there as ""prostate, Inc. Dan"", here is the most widely, it is just Ichinomiya seems shrine.",,Shrine (Inari Gongen),
丸岡城,福井県,坂井市丸岡町霞町１丁目５９,天正4（1576）年に柴田勝豊によって築城。木造天守の中で最も古い天守閣を持つ。桜の名所100選にも選ばれており、春には約400本の桜が咲き誇る。また史実をもとに「一筆啓上賞」を設けている。,通年,0776-66-0303,http://www.maruoka-kanko.org/,城,Maruoka Castle,Fukui Prefecture,Sakai Maruoka Kasumi-machi 1-chome 59,"Tensho 4 (1576) and castle by Shibata Katsutoyo a year. I have the oldest castle tower in wooden tower. It has also been selected in 100 election attractions of cherry blossoms, bloom is about 400 cherry trees in spring. In addition I have provided a ""one-stroke Keijo Award"" based on historical fact.",all year ,Castle,
東尋坊,福井県,坂井市三国町東尋坊６４－１－４１,大自然の芸術ともいうべき断崖絶壁が約1km連なる、北陸最大級の景勝地。最高25mもの高さを誇る断崖の上に立てば、思わず足がすくみそうになるほどの絶景が広がる。,通年,0776-81-3700,,特殊地形,Tojinbo,Fukui Prefecture,Sakai Mikuni Tojinbo 64-1-41,"Cliff is continuing about 1km to be also referred to as the nature of art, Hokuriku largest scenic spots. If standing on top of the cliff, which boasts a height of up to 25m also, involuntarily spread is superb view of the more likely to become freezing feet.",all year ,Special terrain,
かずら橋,福井県,今立郡池田町志津原,足羽川渓谷にかかる全長44m、幅1.8m、高さ12mのかずら橋。シラクチカズラでできた本格的な吊り橋で、踏み板の隙間から渓流が見え、スリル満点。,4～11月,0778-44-6878（そば道場）,http://www.e-ikeda.jp/,橋,Kazurabashi,Fukui Prefecture,Imadate County Ikeda Shizuhara,"Total length 44m across the Asuwa valley, width 1.8m, height 12m Kazurabashi. A full-fledged suspension bridge made of Shirakuchikazura, see the mountain stream from the gap between the footplate, thrilling.",April to November,Bridge,
三国サンセットビーチ,福井県,坂井市三国町宿、米ケ脇,夕日が望める海岸。遠浅のマリンリゾートでマリンスポーツも盛ん。海岸近くには公衆温泉浴場「三国温泉ゆあぽ～と」がある。周辺には料理旅館や民宿が充実。,7～8月中旬,0776-82-5515,,海水浴場・湖水浴場,Mikuni Sunset Beach,Fukui Prefecture,"Sakai Mikuni Machiyado, Komegawaki","coast sunset can be expected. Marine sports popular in the marine resort of shallow. Near the coast there is a public hot spring baths ""Mikuni Onsen Yuapo with"". Enhance cooking inns and bed & breakfasts in the surrounding area.",July-August mid,"Beach, Lake Baths",
越前海岸,福井県,丹生郡越前町左右、玉川ほか,沿岸にある、約80haにもわたる国内最大級の水仙の群落が有名な海岸。1月中旬から下旬にかけて「水仙まつり」が開催される。,通年,0778-37-1234,,海岸・浜,Echizen coast,Fukui Prefecture,"Niu County Echizen left and right, Tamagawa other","Located in the coast, famous the community of Japan's largest daffodil also over about 80ha coast. ""Daffodil Festival"" will be held to late from mid-January.",all year ,Coast-beach,
三方五湖レークセンター,福井県,三方郡美浜町早瀬１－５,三方五湖巡りの拠点となるレークセンター。土産品売り場、大広間などがある大きな施設で、浦見川と三方五湖を巡る遊覧船（ウォータージェット船）がここから出航している。,通年,0770-32-1161,,その他の文化施設,Mikatagoko Lake Center,Fukui Prefecture,Three-way gun Mihama rapids 1-5,"Lake Center as the base of Mikatagoko tour. Souvenirs department, a large facility that hall, etc., pleasure boat over the grudge River and Mikatagoko (water jet boat) has been sailing from here.",all year ,Other cultural facilities,
越前大仏（清大寺）,福井県,勝山市片瀬５０－１－１,奈良の大仏をしのぐ大きさの大仏本尊は、仏教伝来のルーツである中国河南省の龍門石窟の座像がモデル。殿内には本殿と脇侍仏、三壁面を埋める1281体の仏像がある。,通年,0779-87-3300,http://www.geocities.co.jp/etizen_daibutu/,碑・像・塚・石仏群,Echizen Great Buddha (Qing Otera),Fukui Prefecture,Katsuyama Katase 50-1-1,"The magnitude of the Great Buddha Buddha that surpass the Great Buddha of Nara, the seated figure model of Longmen Grottoes of China Henan is the Buddhism of roots. There is a main shrine and Wakisamurai-botoke, 1281 body Buddha to fill the three walls to Tonouchi.",all year ,Monument-image-mound-Buddha group,
瓜割の滝,福井県,三方上中郡若狭町天徳寺３７－１　若狭瓜割名水公園,養老年間（717～724年）に泰澄大師が開いた天徳寺奥林の湧水で日本名水百選の一つ。水温が11.7度と冷たく、瓜が自然に割れた故事から瓜割水、瓜割の滝と呼ばれている。,通年,0770-62-0186,http://www.town.fukui-wakasa.lg.jp/kankou/sitesheeing/uriwari/,滝,Melon percentage of Waterfalls,Fukui Prefecture,"Mikatakaminaka District, Fukui Wakasa Tentokuji 37-1 Wakasa melon split famous water park","One of Japan famous water hundred elections in Yoro year (717-724 years) to Taichō Daishi is open Tentokuji Oku-rin of spring water. Water temperature is cold and 11.7 degrees, it is called from Story Uri is broken naturally melon split water, the Waterfalls of melon split.",all year ,Waterfalls,
城山公園（明鏡洞）,福井県,大飯郡高浜町事代,奇岩・奇勝の公園として知られ、園内には「八穴の奇勝」と呼ばれる八つの洞穴がある。中でも明鏡洞は有名。洞窟の穴の向こうに見える水平線が鏡のように見えたことからこの名前が付けられた。,通年,0770-72-0338,http://www.wakasa-takahama.jp/,公園・緑地,Shiroyama Park (Meikyohora),Fukui Prefecture,Ohi County Takahama Kotoshiro,"It is known as a park of rock formations, Meteorological, the park there is a cave of eight called ""Meteorological of Hachiana"". Above all Meikyohora famous. This name was given from the horizontal line that is visible to the other side of the cave hole looked like a mirror.",all year ,Parks and nature,
